Predicted,Actual
13.96763801574707,12.06
15.79847240447998,14.109
20.229787826538086,16.517
27.590356826782227,32.0
26.94938850402832,26.968
22.88951301574707,17.484
39.093570709228516,45.824
21.93113899230957,25.371
25.96830177307129,37.538
24.58579444885254,21.489
